0,100,0
3823.288,120,420561.68
4172.592,130,43663
4785.45,140,82735.83
5444.164,150,95513.53
5999.61,160,86094.13
6366.225,170,60491.475
6629.704,180,46108.825
6910.836,190,52009.42
7169.04,200,50349.78
7458.819,210,59404.695
7641.556,220,39288.455
7780.716,230,31311
7871.3,240,21287.24
7937.822,250,16297.89
8034.03,260,24533.04
8116.033,270,21730.795
8340.812,320,66309.805
8395.577,340,18072.45
8567.009,350,59144.04
8712.872,360,51781.365
